fazla_kilo,tarih,cim,pist,grup,kgs,en_iyi_derece_farkli_hipodrom,hipodrom_key,hava_durumu,son800,en_iyi_derece,fark,gec_cikis_boy,agf1_sira,kum,kosu_kodu,cins_detay,handikap,sonuc,son6,agf1,gece,mesafe,at_adi,jokey_kodu,ganyan,agf2,yas,kilo,apranti_kilo_indirimi,cim_pist_agirlik,kum_pist_agirlik,no,at_key,jokey_adi,yaris_key,nem,sahip_adi,sahip_kodu,antrenor_adi,antrenor_kodu,yetistirici_adi,derece,sicaklik,yaris_kosu_key,saat,son20,kosmaz,at_sayisi,taki,agf2_sira,start
0,21/04/2025,,kum,4 ve Yukarı Araplar,19,true,SANLIURFA,Açık,1.02.24-1.04.28,2.10.17,4 Boy,,<nil>,Normal,216618,Handikap 14,31,4,K7K5K9K8K0K7,<nil>,true,1800,ÇAĞLAYANŞELALE,540,"8,45",5.62,8y a k,56.5,0,0,0,13,f8c3558baab8a7644027ce6129770710,NECMİ ALTIN,a7b3514ef3a85b6d979dbfc2abbebaa7,13,İSRAFİL FELHAN,15833,AHMET AKBABA,2972,FEME HAY.TAR.LTD.ŞTİ.,2.14.61,28,b86bf26e5af343e9f4407973c34c9550,21:30,1,false,16,DB SK,6,12
0,28/03/2025,Normal,kum,4 ve Yukarı İngilizler,19,false,IZMIR,Çok Bulutlu,0.50.00-0.50.22,2.03.41,,,<nil>,Normal,216033,ŞARTLI 3,59,<nil>,K1K2K2K3K3C3,<nil>,true,1900,ROTARACTOR,2708,,<nil>,4y d  a,58,0,3.3,0,2,2a8078deb3d2dfd3989594ff1380d6ee,MUHAMMED MİR BİLGİN,922ee67312769b0f6eb903f9a4047a4f,61,OKTAY FERHAN BİTİRMİŞ,17779,BARIŞ TOPCU,2647,MUSTAFA REŞAT AKKAN,,21,c413cb08e9d54f8596a19284e83e45e7,17:45,17,true,10,SK,<nil>,6
0.2,22/04/2025,,kum,3 ve Yukarı İngilizler,6,false,ELAZIG,Çok Bulutlu,0.59.96-1.00.52,,Burun,,9,Normal,216633,Handikap 14,39,3,K2K1C8K0K9K0,1.72,true,2000,MEGA VELA,1288,"24,70",1.61,4y d  a,58.5,0,0,0,4,26284d5913155baa37f61562d8ea7260,HÜSEYİN ALTUNKILIÇ,e0bf57bb627514eb26c3981dfdcdba02,33,MEHMET NARÇİN,3560,MEHMET ALTIN,2907,HASAN HÜSEYİN TEMEL,2.24.30,24,cb3cb431fcf614e737a8ebdf603da4da,20:00,16,false,10,DB SK GKR,9,6
0.6,28/03/2025,,kum,4 ve Yukarı İngilizler,15,false,BURSA,Çok Bulutlu,0.49.63,,,,1,Normal,216042,KV-7,94,5,K3K3K2K4K4K4,19.73,false,1800,COUNTACH,2714,"1,25",<nil>,4y d  a,54,0,0,0,7,87d33fc2256e0dadfacad0d3f3956de6,VEDAT ABİŞ,430d740dd1d30c31ad81618bee407309,71,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,1.56.69,17,6debefabf0a15652afc6a483f044649d,16:30,17,false,8,SK,<nil>,7
0,22/04/2025,,kum,3 Yaşlı Araplar,,false,ELAZIG,Çok Bulutlu,0.59.63-1.00.36,,,,6,Normal,216624,Maiden,,11,,4.69,true,1000,SAVT,540,"14,60",<nil>,3y k  d,57,0,0,0,9,809344db1565febb8fdb07fdfdc50033,NECMİ ALTIN,e0bf57bb627514eb26c3981dfdcdba02,33,YAHYA İŞIK,12133,BAVER FAHRİOĞLU,1545,MUHAMMED SAİD GÜL,1.28.58,24,c2ede894c639e82ab13efae35ef5f88e,17:45,20,false,12,KG,<nil>,7
2,21/05/2025,,kum,3 Yaşlı Araplar,29,false,ELAZIG,Açık,1.03.80-1.04.12,,Yarım Boy,,9,Normal,217331,Maiden,,3,K0,1.50,true,1100,SAVT,2486,"41,65",1.33,3y k  d,54,3,0,0,8,809344db1565febb8fdb07fdfdc50033,AHMET HASAN BAYAR,9c72c0abe0f48be5c796b064c89be747,21,YAHYA İŞIK,12133,BAVER FAHRİOĞLU,1545,MUHAMMED SAİD GÜL,1.26.81,26,b449a6a1ca283a924dd2b994eb07bb9b,20:30,19,false,9,KG,9,7
0,19/05/2025,,kum,3 ve Yukarı İngilizler,7,false,SANLIURFA,Açık,0.51.16-0.51.84,1.30.06,6 Boy,,<nil>,Normal,217302,ŞARTLI 4,66,4,K3K5K1K2K3K5,<nil>,true,1400,TRADER,267,"5,60",14.01,5y a  a,60.5,0,0,0,4,b943f555efa190e98a9a7f89f13018b4,FERİT YARDIMCI,0953042f0d7145689713b02ceefd1370,21,TARIK KAR,21878,SALİH BECENE,2965,SEVGİ SELÇUKOĞLU,1.28.03,31,51f0a7032252535a3a2b33f7e019e8d1,20:30,17,false,16,DB,3,4
0.2,19/05/2025,,kum,3 Yaşlı Araplar,,false,SANLIURFA,Açık,0.56.48-0.56.80,,,,<nil>,Normal,217296,Maiden,,12,,<nil>,true,1200,FATMA HANIM,1504,"19,30",3.06,3y a  d,57,0,0,0,7,3e3f2d28025b3ffa233b0b45d6afe30a,İSA KATAR,0953042f0d7145689713b02ceefd1370,21,MAHMUT KARAOĞLAN,11837,MUHARREM SUSEN,2884,MAHMUT KARAOĞLAN,1.30.87,31,ca850b8ca98cb4777e0d995308b7c15c,21:00,20,false,15,KG DB SK,7,2
0,29/04/2025,,kum,4 ve Yukarı Araplar,8,true,ELAZIG,Çok Bulutlu,1.03.06-1.04.04,2.26.94,Yarım Boy,,3,Normal,216812,Handikap 14,31,3,K5K9K8K0K7K4,16.11,true,2000,ÇAĞLAYANŞELALE,540,"3,25",18.35,8y a k,58.5,0,0,0,9,f8c3558baab8a7644027ce6129770710,NECMİ ALTIN,72b06143953b1044f8bbaae45231ebcb,61,İSRAFİL FELHAN,15833,AHMET AKBABA,2972,FEME HAY.TAR.LTD.ŞTİ.,2.40.03,16,dfd6243b746b6ae84bf649fd71f25644,19:00,4,false,10,KG DB SK,2,6
0,15/05/2025,Normal,kum,3 ve Yukarı İngilizler,13,false,ANKARA,Az Bulutlu,0.53.79-0.54.29,2.09.67,,,<nil>,Normal,217163,KV-9,94,5,K4K5K6K4K5K6,<nil>,false,2000,COUNTACH,2493,"7,00",2.53,4y d  a,58,0,3.3,0,5,87d33fc2256e0dadfacad0d3f3956de6,ERCAN ÇANKAYA,4702717fb5858937da395dce1ae223a3,45,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,2.12.79,15,1db02823cb4baf8d0606821456826f8b,17:00,15,false,6,SK,4,6
0,27/05/2025,,kum,3 ve Yukarı İngilizler,12,false,ANTALYA,Açık,0.47.98,1.27.45,Yarım Boy,,3,Normal,217493,KV-9,94,3,K5K6K4K5K6K5,6.09,true,1400,COUNTACH,1337,"8,30",6.51,4y d  a,58,0,0,0,5,87d33fc2256e0dadfacad0d3f3956de6,NEVZAT AVCİ,5397dbd95cf39382f2a7554da9979578,49,GÜLİZAR YANIK,18375,MÜSLÜM DOLAK,2882,KAAN KÖYLÜ,1.27.55,28,1ac4a9c7fb025f54f57e1e9edc6b4126,20:00,15,false,6,,3,5
0,29/04/2025,,kum,3 ve Yukarı İngilizler,7,true,ELAZIG,Çok Bulutlu,0.56.08-0.57.04,2.13.41,,,<nil>,Normal,216804,ŞARTLI 3,66,9,K6K4K7K3K5K7,<nil>,true,2000,SON OF SAVER,267,"9,05",8.89,4y d  a,57,0,0,0,12,69d2208ac0e05883e0df95129c2a9449,FERİT YARDIMCI,72b06143953b1044f8bbaae45231ebcb,61,ERHAN AK,13398,MUHAMMED BULUÇ,2958,AHMET BAKIR,2.26.66,16,75657ddfecbce01cac558cbc45030163,21:30,14,false,15,KG DB SK,5,11
0,25/05/2025,Normal,sentetik,2 Yaşlı İngilizler,,false,ISTANBUL,Çok Bulutlu,0.47.44,,,"1,5 boy",8,Normal,217447,ŞARTLI 1,,9,,4.19,false,1000,ANGEL,2495,"17,35",<nil>,2y d  d,55,0,3.3,0,8,e3c89a905ec431735ac6e832d7941c22,ERHAN AKTUĞ,002b3e74548103b85297f6b0335d2ff6,68,RODA BARLIK,18179,GÜNGÖR SÜTCÜ,2646,ŞAHAP GÜRE,1.03.33,21,0a36d460a3a92a55aba32b3232818612,14:00,20,false,11,K,<nil>,11
1,12/05/2025,,kum,2 Yaşlı İngilizler,,false,SANLIURFA,Parçalı Bulutlu,0.52.04-0.53.12,,"1,5  Boy",,4,Normal,217098,Maiden,,2,,11.44,true,1100,ONCHAO,540,"7,10",12.04,2y a  d,55,0,0,0,10,a0c7e2d7ab41cd28b852422740e13e78,NECMİ ALTIN,dd688e674d751e6c56b24f30e862fc92,25,TARIK KAR,21878,MUHARREM SUSEN,2884,BAYRAM ÖZÇELİK,1.12.73,30,82cc6fccf6cf1a150fc286770e79c98e,20:00,20,false,11,KG SK,4,6
2,25/03/2025,Normal,kum,4 ve Yukarı İngilizler,14,false,ADANA,Az Bulutlu,0.51.39-0.51.98,2.03.35,,,8,Normal,215989,Handikap 21,61,8,K7K0K1K8K5K5,2.75,false,1900,MOZART,450,"18,00",<nil>,4y d  a,50,0,3.3,0,9,01037b8ac2317d6bf84de6412311419a,MÜCAHİT BAYIR,82ce4d894073fbe953fa293bb00474a9,49,OSMAN ZİYA TEKİNALP,8641,SERHAT POLAT,2866,MURAT AKÇA,2.10.18,23,4eed5bf5c610793255ecce0e30127b36,16:00,17,false,9,DB SK DS,<nil>,8
0,05/06/2025,Normal,kum,3 ve Yukarı İngilizler,9,false,ANKARA,Açık,0.55.68-0.56.07,2.25.63,"7,5 Boy",,<nil>,Normal,217717,KV-6,94,3,K6K4K5K6K5K3,<nil>,false,2200,COUNTACH,2500,"8,15",9.66,4y d a,56,0,3.3,0,4,87d33fc2256e0dadfacad0d3f3956de6,MEHMET SALİH ÇELİK,07667fd5e010d1eec62e32e9b2a24f53,36,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,2.26.81,27,0b844dafa0aa18a50b7d58a1478cc586,17:00,16,false,4,,4,2
0,13/03/2025,,sentetik,4 ve Yukarı İngilizler,12,true,ANTALYA,Az Bulutlu,0.46.87-0.47.45,2.12.48,8 Boy,,3,Normal,215768,KV-8,94,4,K3K3K3K2K4K4,13.96,true,2100,COUNTACH,2714,"3,55",<nil>,4y d  a,58,0,0,0,4,87d33fc2256e0dadfacad0d3f3956de6,VEDAT ABİŞ,84b58c4ffa307197c2348f6396d88a49,31,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,2.10.24,22,041b9b759a15c7037acd7fb80596153c,20:00,17,false,6,SK,<nil>,2
0,08/05/2025,Normal,cim,3 Yaşlı Araplar,7,false,ANKARA,Çok Bulutlu,0.50.88,,,,<nil>,Normal,217021,Maiden,,<nil>,C0,<nil>,false,1000,CAFCAF KIZI,2500,,0.05,3y a  d,57,0,3.3,0,1,e3a0e7e6b9947d1a58c55337ae2ce6fa,MEHMET SALİH ÇELİK,dade7223581f45563ecc355148acea36,49,AHMET MİZAN,18034,RAMAZAN TAŞDELEN,2392,İSMAİL ŞAHİN,,22,95c83ee0dca964c0e02ecbdbb0e27b96,18:00,19,true,10,KG K,10,8
1.7,10/05/2025,,kum,3 Yaşlı Araplar,26,false,DBAKIR,Az Bulutlu,59.56-1.00.52,,,,6,Normal,217078,ŞARTLI 19,,7,K7,6.23,true,1100,AĞASAÇAN,2496,"15,65",<nil>,3y a  e,56,0,0,0,14,86b5062d21c930c88582ef9bae70cf08,HASAN ALTUNDAĞ,feaec9a3a9ffa46746d68843b75f31fa,21,GÜNAYDIN SAÇAN,3206,MEHMET KAYA,2830,GÜNAYDIN SAÇAN,1.26.53,26,c298ba2ca418d4ba7932eb5468cb6dff,21:30,19,false,14,KG SK,<nil>,10
2,12/05/2025,,kum,2 Yaşlı İngilizler,,false,SANLIURFA,Parçalı Bulutlu,0.49.40,,,,4,Normal,217100,Maiden,,7,,3.21,true,1100,QUEEN OF VICTORY,1504,"10,65",<nil>,2y d  d,55,0,0,0,9,109903d6597e8c1c42f95446b7284ef0,İSA KATAR,dd688e674d751e6c56b24f30e862fc92,25,MUHAMMED ALİ ÇİZİK,20726,TURĞUT ÇİZİK,2859,SEÇKİN DEMİRCİ,1.16.08,30,580778dd09397a095dad0395f31157d3,17:15,20,false,10,KG SK,<nil>,3
2,02/04/2025,,kum,3 ve Yukarı İngilizler,,false,ELAZIG,Yağmurlu,,,,,10,Islak,216115,ŞARTLI 4,,11,,0.53,true,1200,TRIBAL CHIEF,2331,"66,85",<nil>,4y d  a,54,2,0,0,11,952b2d1fe58caede22cfca12863d6d10,MUHAMMED BARAN ÇAKMAK,55baf3078b629d3b248d3e32a5588678,87,ALİ BAKIR,6890,TURĞUT ÇİZİK,2859,VEHBİ HAKAN KELEŞ,1.24.72,12,b0f058a326de0b2f7d0c8f3220b4b4f9,20:00,20,false,11,KG SK,<nil>,6
0,02/04/2025,,kum,4 ve Yukarı Araplar,10,true,ELAZIG,Yağmurlu,,2.31.74,"1,5  Boy",,1,Islak,216113,Handikap 14,39,3,C4C9K7K9K0K6,26.45,true,2000,QUATRO,2378,"2,00",<nil>,5y a  a,61,0,0,0,4,77ca07f6d8a450f7f3c32142589d38e0,İSA AKYAVUZ,55baf3078b629d3b248d3e32a5588678,87,ERKUT ŞAHİN,848,EYYÜP YARDIMCI,2617,ERKUT ŞAHİN,2.40.16,12,cf36b0134ea60a094528446c805c8ab3,20:30,11,false,9,DB SKG SK,<nil>,5
0,12/05/2025,,kum,4 Yaşlı Araplar,7,false,SANLIURFA,Parçalı Bulutlu,0.59.56-1.00.44,2.06.06,8 Boy,,2,Normal,217107,Handikap 16,57,3,K1K2K3K2K2K1,25.83,true,1700,DERBEDER ALİ,267,"4,00",<nil>,4y a  a,59.5,0,0,0,5,6f1f80424712c4b5745ed1fa9080a364,FERİT YARDIMCI,dd688e674d751e6c56b24f30e862fc92,25,İSMAİL GÜRLER,8625,MUHARREM SUSEN,2884,İSMAİL GÜRLER,2.05.30,30,ff8ff89be7fcd1e4ecf3ca7c62f88ec7,17:45,20,false,7,KG DB SK,<nil>,5
0,17/03/2025,,kum,4 ve Yukarı İngilizler,12,true,SANLIURFA,Çok Bulutlu,0.49.36-0.50.08,1.16.24,2 Boy,,2,Normal,215862,ŞARTLI 5,76,4,K2K1K9K1K1K2,14.46,true,1200,ÖZAY SILAŞARA,2378,"5,05",<nil>,4y a k,56,0,0,0,3,baffcdddcaae638c675f71a7e502944a,İSA AKYAVUZ,e7208950bf57b21e19a9f36f68e1a3ac,19,ALİ ÇİZİK,15875,TURĞUT ÇİZİK,2859,CEVDET AYIKÖZ,1.15.93,26,b8867debb5551c0a37122ad97d239ee8,20:00,19,false,10,KG SK,<nil>,5
0,17/03/2025,,kum,4 ve Yukarı Araplar,40,false,SANLIURFA,Çok Bulutlu,1.00.80-1.01.52,2.06.69,,,2,Normal,215868,Handikap 16,58,11,K2K5K4K1K0K0,2.11,true,1700,KOPKAPTAR,1504,"6,35",<nil>,10y a  a,60,0,0,0,8,0f847aae1764632db4cb52a6500ef2ca,İSA KATAR,e7208950bf57b21e19a9f36f68e1a3ac,19,EMRAH CANPOLAT,17492,İSMAİL ÇEÇAN,3011,BÜLENT ÇONAY,2.13.71,26,0e0b3c35f51da782e755ac9b8a4992c0,21:30,18,false,14,KG SK,<nil>,9
0,17/03/2025,,kum,4 ve Yukarı Araplar,21,false,SANLIURFA,Çok Bulutlu,1.00.80-1.01.52,2.06.39,,,3,Normal,215868,Handikap 16,63,12,K3K8K1K9K0K2,12.69,true,1700,MUŞFIRTINASI,2696,"4,50",<nil>,5y k  a,60.5,2,0,0,2,10f6bd08deff342313bd59d0c00e1c6e,BURHAN SARIDAL,e7208950bf57b21e19a9f36f68e1a3ac,19,GÜNAYDIN SAÇAN,3206,SALİH BECENE,2965,KUTBETTİN SAÇAN,2.14.71,26,0e0b3c35f51da782e755ac9b8a4992c0,21:30,17,false,14,KG K,<nil>,13
0,23/03/2025,Normal,kum,4 ve Yukarı Araplar,26,true,ADANA,Az Bulutlu,0.55.90-0.57.54,2.22.58,,,11,Normal,215958,Handikap 14,39,6,K6C4C9K7K9K0,0.82,true,1900,QUATRO,2502,"56,60",<nil>,5y a  a,52,3,3.3,0,11,77ca07f6d8a450f7f3c32142589d38e0,MURAT AKDAĞ,45760ef735cae5df59f7d8e2531bd4cb,41,ERKUT ŞAHİN,848,HASAN YILDIRIM,2854,ERKUT ŞAHİN,2.19.51,21,d602778ca9af30a2584d74988ac89a04,21:30,12,false,13,DB SKG SK,<nil>,2
0,06/04/2025,Normal,kum,4 ve Yukarı İngilizler,9,false,ADANA,Çok Bulutlu,0.52.04-0.52.19,,,,<nil>,Normal,216177,G 1,94,6,K3K2K4K4K4K5,<nil>,false,2100,COUNTACH,437,"46,25",0.71,4y d  a,58,0,3.3,0,8,87d33fc2256e0dadfacad0d3f3956de6,MEHMET AKYAVUZ,3ff35ccc4d48ce9e1c56dd7b1ca204bf,52,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,2.16.13,22,1a18a1ee9ef0e783f730c61485fee682,16:30,17,false,10,SK,9,4
0,02/06/2025,,kum,2 Yaşlı İngilizler,21,false,SANLIURFA,Parçalı Bulutlu,,,6 Boy,,<nil>,Normal,217654,Maiden,,2,K2,<nil>,true,1200,ONCHAO,540,"1,55",59.67,2y a  d,57,0,0,0,6,a0c7e2d7ab41cd28b852422740e13e78,NECMİ ALTIN,480033083e46f2cb43fede2a3d7336d0,19,TARIK KAR,21878,MUHARREM SUSEN,2884,BAYRAM ÖZÇELİK,1.20.15,30,12f43e0d61c9832425d970cc8e9509ce,21:00,19,false,9,KG SK,1,8
0,27/05/2025,Normal,cim,3 ve Yukarı İngilizler,7,false,ANKARA,Çok Bulutlu,0.45.12-0.45.62,,,,5,Normal,217492,ŞARTLI 4,43,5,K9K8K6C6C0C7,0.90,false,1300,DERKO,450,"42,80",<nil>,4y d  a,56,0,3.3,0,4,4befd135e6346428a367ba7c1fa076ab,MÜCAHİT BAYIR,124dfbc4dbe50a7a66b2a8e81f58434e,66,BAHAR BAŞ,12096,ÖMER FARUK TAN,2351,SELAHADDİN DİNÇEL,1.19.71,18,dda99125907b6478a0258a374c269b25,15:00,10,false,5,KG DB SK,<nil>,1
0,13/06/2025,Normal,kum,3 ve Yukarı İngilizler,8,true,BURSA,Açık,0.52.88-0.53.10,2.09.67,2 Boy,,2,Normal,217884,KV-7,94,4,K4K5K6K5K3K3,16.09,false,2000,COUNTACH,2978,"5,45",15.63,4y d a,56,0,3.3,0,10,87d33fc2256e0dadfacad0d3f3956de6,ERAY ÇİZİK,4cb65ae1a97b5a6990ab3a3a38ba48f5,57,GÜLİZAR YANIK,18375,MÜSLÜM DOLAK,2882,KAAN KÖYLÜ,2.11.56,27,1c434f79e6041b94accdeb7d8e7d4a3a,16:30,16,false,10,,2,6
0,18/06/2025,,kum,3 ve Yukarı İngilizler,21,false,ELAZIG,Çok Bulutlu,0.55.20,1.49.37,4 Boy,,2,Normal,218018,Handikap 15,41,1,K9K0K3K9K2K6,20.97,true,1600,MEGA VELA,2378,"2,90",23.66,4y d a,56.5,0,0,0,12,26284d5913155baa37f61562d8ea7260,İSA AKYAVUZ,c0aedffb10014479f33a4f1e6f7586a0,18,MEHMET NARÇİN,3560,MEHMET ALTIN,2907,HASAN HÜSEYİN TEMEL,1.47.87,29,bb7084c593230c396f720c693429216b,19:00,12,false,12,DB SK GKR,1,6
0,25/05/2025,Normal,kum,4 ve Yukarı Araplar,11,true,ADANA,Açık,1.01.28,2.25.71,18 Boy,,4,Normal,217458,ŞARTLI 3,56,4,K9K3K6K1K9K4,4.34,true,1900,BALLIYARIM,2378,"10,40",<nil>,5y a k,60,0,3.3,0,1,d623add0856c96b30c7bbc5ac52aae1f,İSA AKYAVUZ,7ee2b926501fefdde5e54d34077fb702,60,FERHAT BİNİCİ,12040,YUNUS TUNCAY,2506,FEME HAY.TAR.LTD.ŞTİ.,2.22.12,31,11014cb96ccbd17a4d6bc8a52f80480b,18:30,18,false,7,K,<nil>,5
0,28/05/2025,,kum,3 ve Yukarı İngilizler,7,false,ELAZIG,Açık,0.55.20-0.55.88,1.46.89,"1,5  Boy",,9,Normal,217514,ŞARTLI 4,66,3,K7K0K0K2K1K4,5.67,true,1600,KING OF THE CITY,2717,"16,30",5.17,4y a  a,58,0,0,0,7,3cdfb26d8e8585164b9dadbb34d0cb76,YUSUF CENGİZ,39d386c2eaac0b6c2843d00c4f39e246,13,MEHMET KAYA,12140,MEHMET KAYA,2830,FATİME KÜÇÜKÇAY,1.47.61,30,5773a5e44012bc9f301fddb292c6ed4a,19:30,19,false,10,DB SK,9,4
0,28/05/2025,,kum,4 ve Yukarı Araplar,14,false,ELAZIG,Açık,1.06.20-1.07.76,2.01.06,6 Boy,,1,Normal,217510,Handikap 14,40,2,K0K6K3K3K0K2,40.60,true,1600,QUATRO,2378,"2,15",44.67,5y a  a,61,0,0,0,4,77ca07f6d8a450f7f3c32142589d38e0,İSA AKYAVUZ,39d386c2eaac0b6c2843d00c4f39e246,13,ERKUT ŞAHİN,848,TUĞRUL TAHTA,2818,ERKUT ŞAHİN,2.03.18,30,9c5ff994c2f8c4c9b72749a2d4c0e57a,20:00,11,false,10,DB SKG SK,1,1
0.1,05/06/2025,Normal,cim,3 Yaşlı Araplar,12,false,ANKARA,Açık,0.51.18-0.52.34,,"1,5  Boy",,<nil>,Normal,217705,Maiden,35,4,C9C3K2,<nil>,false,1200,BELALI CİBEK,1548,"8,05",13.29,3y k e,57,0,3.3,0,4,a5714d76070e6436a578e3e16d730ad0,HIŞMAN ÇİZİK,07667fd5e010d1eec62e32e9b2a24f53,36,VEYSİ KABAL,7334,ERDAL AKYAVUZ,271,RAMAZAN CİBEK,1.19.85,27,327f6fcce5198e83d434956cb22a4e6a,17:30,17,false,13,KG DB SK,4,10
0.5,16/04/2025,,kum,4 ve Yukarı Araplar,21,true,ELAZIG,Çok Bulutlu,1.05.88-1.06.48,2.23.94,,,6,Normal,216456,ŞARTLI 3,55,9,K4K1K0K0K0K0,3.41,true,2000,KOPKAPTAR,2496,"21,25",3.08,10y a  a,57.5,0,0,0,6,0f847aae1764632db4cb52a6500ef2ca,HASAN ALTUNDAĞ,a76a746390a0d5eea795480eb8f467b6,43,EMRAH CANPOLAT,17492,HÜSEYİN SUNKAR,3040,BÜLENT ÇONAY,2.48.79,16,697b9c8041b9e003fa362eec5acf0334,20:30,16,false,10,KG SK,7,5
0,20/04/2025,Normal,kum,4 ve Yukarı Araplar,7,false,ADANA,Az Bulutlu,0.59.91-1.00.13,2.20.08,,,<nil>,Normal,216588,Handikap 15,51,11,K5K0K7K0K6C9,<nil>,true,1900,IRMAK BEYİ,267,"38,15",1.21,5y a  a,60,0,3.3,0,6,a8aec4507303331df1988506bc1d28a9,FERİT YARDIMCI,d8c86dacd83d6c9274ae10a235fde2b7,37,HÜSEYİN BECENE,16617,SALİH BECENE,2965,ZÜBEYDE ÇEÇAN,2.28.23,28,36949e4d960b7f29ff5c8a61a2946a62,21:30,12,false,16,KG K DB,10,12
0.1,01/05/2025,Yumuşak,cim,3 Yaşlı Araplar,,false,ANKARA,Çok Bulutlu,0.51.72,,,,<nil>,Normal,216842,ŞARTLI 1,,9,,<nil>,false,900,BELALI CİBEK,2872,"25,90",2.30,3y k  e,57,0,3.5,0,2,a5714d76070e6436a578e3e16d730ad0,AZİZ AKDEMİR,2acffc91cb1f29afd9da47e501c03c21,63,VEYSİ KABAL,7334,ERDAL AKYAVUZ,271,RAMAZAN CİBEK,1.01.82,18,cd4590f55551ea8baa5584a0ec8242eb,18:00,20,false,14,KG DB SK,10,2
2,01/05/2025,Yumuşak,cim,3 ve Yukarı İngilizler,12,false,ANKARA,Çok Bulutlu,0.47.24-0.48.65,1.37.07,,10 Boy,11,Normal,216851,Handikap 16,43,10,K0K6K9K8K6C6,1.22,false,1600,DERKO,450,"22,40",1.61,4y d  a,50,0,3.5,0,11,4befd135e6346428a367ba7c1fa076ab,MÜCAHİT BAYIR,2acffc91cb1f29afd9da47e501c03c21,63,BAHAR BAŞ,12096,AYKUT ECEVİT BAŞ,94,SELAHADDİN DİNÇEL,1.42.13,18,950930ea9aedaab8cc9bc723e98becc7,15:30,12,false,12,KG DB SK,10,5
1,02/06/2025,,kum,2 Yaşlı İngilizler,21,false,SANLIURFA,Parçalı Bulutlu,,,,,<nil>,Normal,217654,Maiden,,5,K7,<nil>,true,1200,QUEEN OF VICTORY,2486,"13,05",1.54,2y d  d,54,3,0,0,8,109903d6597e8c1c42f95446b7284ef0,AHMET HASAN BAYAR,480033083e46f2cb43fede2a3d7336d0,19,MUHAMMED ALİ ÇİZİK,20726,TURĞUT ÇİZİK,2859,SEÇKİN DEMİRCİ,1.22.83,30,12f43e0d61c9832425d970cc8e9509ce,21:00,19,false,9,KG DB SK,7,3
0,02/05/2025,Biraz Yumuşak,sentetik,3 ve Yukarı İngilizler,8,true,ISTANBUL,Çok Bulutlu,0.46.15,1.30.10,,,<nil>,Normal,216885,KV-8,94,6,K4K4K5K6K4K5,<nil>,true,1500,COUNTACH,1548,"27,60",3.74,4y d  a,58,0,3.4,0,3,87d33fc2256e0dadfacad0d3f3956de6,HIŞMAN ÇİZİK,36eb6315455c4cd599c18acde1db2522,78,GÜLİZAR YANIK,18375,CASIM KATI,2430,KAAN KÖYLÜ,1.31.61,14,37a4145bbc73dae5ffaa61d32ae40785,20:30,16,false,6,SK,6,4
2,03/05/2025,,kum,3 ve Yukarı İngilizler,11,true,DBAKIR,Az Bulutlu,1.02.36-1.02.84,2.24.30,,,5,Normal,216932,Handikap 15,39,9,K1C8K0K9K0K3,10.20,true,2000,MEGA VELA,1288,"7,10",<nil>,4y d  a,55,0,0,0,8,26284d5913155baa37f61562d8ea7260,HÜSEYİN ALTUNKILIÇ,723078c8bc66ca74c30324138e097e01,32,MEHMET NARÇİN,3560,MEHMET ALTIN,2907,HASAN HÜSEYİN TEMEL,2.58.23,21,ee9ae541481fade42505dc77be680f71,21:00,15,false,9,DB SK GKR,<nil>,3
0,22/04/2025,,kum,3 ve Yukarı İngilizler,6,true,ELAZIG,Çok Bulutlu,0.56.40,1.43.90,,,2,Normal,216632,ŞARTLI 3,66,7,K1K6K4K7K3K5,19.54,true,1600,SON OF SAVER,267,"4,90",20.83,4y d  a,57,0,0,0,10,69d2208ac0e05883e0df95129c2a9449,FERİT YARDIMCI,e0bf57bb627514eb26c3981dfdcdba02,33,ERHAN AK,13398,FURKAN YALÇINKAYA,2974,AHMET BAKIR,1.49.75,24,6e6f8169d53beae785f0802c9e0d3459,19:30,15,false,11,DB SK,2,4
0,22/04/2025,,kum,3 ve Yukarı İngilizler,20,false,ELAZIG,Çok Bulutlu,0.56.40,,,,9,Normal,216632,ŞARTLI 3,,9,K0,0.65,true,1600,TRIBAL CHIEF,918,"46,85",0.62,4y d  a,57,0,0,0,11,952b2d1fe58caede22cfca12863d6d10,SAMİ KAPLAN,e0bf57bb627514eb26c3981dfdcdba02,33,ALİ BAKIR,6890,YELİZ BAYSAL,2805,VEHBİ HAKAN KELEŞ,1.52.35,24,6e6f8169d53beae785f0802c9e0d3459,19:30,19,false,11,K SKG,9,5
